Baumgartmer’s Bombay,Anita Desai,Y,Y,F
The Shadow Lines,Amitav Ghosh,N,Y,F
Cutting for Stone,Abraham Verghese,N,Y,F
Galileos’ Daughter,Dava Sobel,y,N,N
Such A Long Journey,Rohinton Mistry,n,y,F
Rubaiyat of Omar Khayyam,,,Y,
"The Baburnama: Memoirs of Babur, Prince and Emperor",Babur,n,Y,N
The Feynman Processor,Gerard J. Milburn,N,N,N
Longitude,Dava Sobel,Y,N,N
The Glass Castle,Jeannette Walls,Y,N,F
The Conference of the Birds,Farid ud-Din Attar,N,Y,F
The Myth of Sisyphus,Albert Camus,N,Y,N
The Enchantress of Florence,Salman Rushdie,N,Y,F
A Fine Balance,Rohinton Mistry,N,Y,F
Beyond Belief,V.S. Naipaul,N,Y,F
Stumbling On Happiness,Daniel Gilbert,N,N,N
Design as Art,Bruno Munari,N,N,N
What is a Designer,Norman Potter,N,N,N
The Interface: IBM and the Transformation of Corporate Design,John Harwood,N,N,N
Seeing is Forgetting the Name of the Thing One Sees,Lawrence Weschler,N,N,N
Ways of Seeing,John Berger,N,N,N
Six Memos for the Next Millennium,Italo Calvino,N,N,N
The Mezzanine,Nicholson Baker,N,N,F
An Attempt at Exhausting a Place in Paris,Georges Perec,N,N,N
I Seem to Be a Verb,R. Buckminster Fuller,N,N,N
A Pattern Language,"Christopher Alexander, Sara Ishikawa, Murray Silverstein, Max Jacobson, Ingrid Fiksdahl-King, Shlomo Angel",Y,Y,N
The Gift: Creativity and the Artist in the Modern World,Lewis Hyde,N,N,N
The Collected Stories of Lydia Davis,Lydia Davis,Y,N,F
"Design, Form, and Chaos",Paul Rand,N,N,N
Cameraworks,Lawrence Weschler,N,N,N
"Common as Air: Revolution, Art, and Ownership",Lewis Hyde,N,N,N
The Mirror: A History,Sabine Melchoir-Bonnet,Y,N,N
Sum: Forty Tales from the Afterlives,David Eagleman,N,N,F
In Praise of Shadows,Junichiro Tanizaki,N,Y,N
Angelmaker,Nick Harkaway,N,N,F
A Field Guide to Being Lost,REbecca Solnit,Y,N,N
River of Shadows: Eadweard Muybridge and the Technological Wild West,Rebecca Solnit,Y,N,N
Essays of E. B. White,E. B. White,N,N,N
Where Good Ideas Come From,Steven Johnson,N,N,N
The Speechwriter: A Brief Education in Politics,Barton Swaim,N,N,N
The Power of Myth,Joseph Campbell,N,N,N
And the Pursuit of Happiness,Maira Kalman,Y,Y,N
How to Live: Or A Life of Montaigne in One Question and Twenty Attempts at an Answer,Sarah Bakewell,Y,N,N
"Madness, Rack, and Honey: Collected Lectures",Mary Ruefle,Y,N,N
How To Tell When You're Tired: A Brief Examination of Work,Reg Theriault,N,N,N
Fates and Furies,Lauren Groff,Y,N,F
Everybody Rise,Stephanie Clifford,Y,N,F
Purity,Jonathan Franzen,N,N,F
A Window Opens,Elisabeth Egan,Y,N,F
Just My Type,Simon Garfield,N,N,N
Bountiful Instructions for Enlightenment,Minal Hajratwala,Y,Y,N
Leaving india,Minal Hajratwala,Y,Y,N
Contours of the Heart: South Asians Map North America,Minal Hajratwala,Y,Y,F
Love Marriage,V. V. Ganeshananthan,Y,Y,F
Meditations,Marcus Aurelius,N,N,N
Letters from a Stoic,Seneca,N,N,N
On the Shortness of Life,Seneca,N,N,N
Man's Search for Meaning,Viktor Frankl,N,N,N
48 Laws of Power,Robert Greene,N,N,N
Rules for Radicals,Saul D. Alinsky,N,N,N
The Moral Animal,Robert Wright,N,N,N
Sex on the Brain,Deborah Blum,Y,N,N
Sperm Wars,Robin Baker,N,N,N
The Game,Neil Strauss,N,N,N
The God Delusion,Richard Dawkins,N,N,N
The Net Delusion,Evgeny Morozov,N,N,N
Eating Animals,Jonathan Safran Foer,N,N,N
Facing Codependence,Pia Mellody,Y,N,N
The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,N,Y,N
Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,Nassim Nicholas Taleb,N,Y,N
The Bed of Procrustes: Philosophical and Practical Aphorisms,Nassim Nicholas Taleb,N,Y,N
Candide,Voltaire,N,N,F
Ask the Dust,John Fante,N,N,F
Babbitt,Sinclair Lewis,N,N,F
The Moviegoer,Walker Percy,N,N,F
The Tiger: A True Sotry of Vengeance and Survival,John Vaillant,N,N,N
Letters from a Self-Made Merchant to His Son,George Horace Lorimer,N,N,F
Totto-Chan: The Little Girl at the Window,Tetsuko Kuroyanagi,Y,Y,N
The Age of the Image: Redefining Literacy in the a World of Screens,Stephen Apkon,N,N,N
The Empathy Exams: Essays,Leslie Jamison,Y,N,N
Thanks for the,Feedback:The Science and Art of Receiving Feedback WellDouglas Stone & Sheila Heen,Y,N,N
On the Outside Looking Indian,Rupinder Gill,Y,Y,F
Two Lives,Vikram Seth,N,Y,F
Secret Daughter,Shilpi Somaya Gowda,Y,Y,F
The White TIger,Aravid Adiga,N,Y,F
Unknown Erros of Our Lives,Chitra Banerjee Divakaruni,Y,Y,F
The Joy Luck Club,Amy Tan,Y,Y,F
A Passage to India,EM Forster,Y,N,F
The Taliban Cricket Club,Timeri N. Murari,Y,Y,F
Breast Stories,Mahasweta Devi,Y,Y,F
The Leaving of Things,Jay Antani,N,Y,F
Fieldnotes from a Catastrophe,Elizabeth Kolbert,Y,N,N
Made to Stick: Why Some Ideas Survive and Others Die,Chip Heath & Dan Heath,N,N,N
The ONly WOman in the Room: Why Science is Still a BOys Club,Eileen Pollack,Y,N,N
This Town: Two Parties and a Funeral — plus plenty of valet parking! — in America’s Gilded Capital,Mark Leibovich,N,N,N
Widow Basquiat: A Love Story,Jennifer Clement,Y,N,N
"Zen Flesh, Zen Bones: A Collection of Zen and Pre-Zen Writings","Paul Reps, Nyogen Senzaki",Y,Y,N
Normal Accidents,,N,,N
The English and Their History,Robert Tombs,N,N,N
Mastering Metrics: The Path from Cause to Effect,Josha D. Angrist and Jorn-Steffen Pischke,N,N,N
The Happiness Hypothesis,Jonathan Haidt,N,N,N
The Lunar Men,Jenny Uglow,Y,N,N
The Presentation of Self in Everyday Life,Erving Goffman,N,N,N
Clara,Roberto Blano,N,Y,F
Hitting Budapest,NoViolet Bulawayo,Y,Y,F
Whites,Julie Otsuka,Y,Y,F
Ghosts,Edwidge Danticat,Y,Y,F
My Good Man,Eric Gansworth,N,Y,F
"Gold Boy, Emerald Girl",Yiyun Li,Y,Y,F
Bounty,George Saunders,N,N,F
Snow Crash,Neal Stephenson,N,N,F
Perdido Street Station,China Mieville,N,N,F
Lilith's Brood,Octavia Butler,Y,Y,F
The Hundred Thousand Kingdoms,NK Jemisin,Y,Y,F
